param,sample_avg,sample_std,follow_avg,follow_std
10,1.9e-05,6e-06,3e-06,2e-06
20,3.4e-05,8e-06,4e-06,2e-06
30,6.1e-05,3.5e-05,5e-06,5e-06
40,7.3e-05,5.6e-05,8e-06,2e-06
50,9.5e-05,5.7e-05,6e-06,2e-06
60,9.2e-05,4.2e-05,6e-06,1e-06
70,0.000133,6.6e-05,7e-06,2e-06
80,0.000152,8.2e-05,8e-06,1.6e-05
90,0.000163,6.9e-05,1e-05,3e-06
100,0.000201,8.6e-05,1e-05,2e-05
