param,sample_avg,sample_std,follow_avg,follow_std
1,0.08157433271408081,0.04308282152002129,0.06324376106262207,0.08233872984836113
2,0.06398888349533081,0.08649768510941791,0.04408699152420978,0.05293752309943473
3,0.07028742790222169,0.08611351209189905,0.04219125978874438,0.05020768586875999
4,0.07392496824264526,0.09015744039782386,0.04720048189163208,0.0577219515709466
5,0.07740144296125932,0.10171636242476134,0.056171903804856906,0.09576318954708513
6,0.08181029558181763,0.10908386226734901,0.05617536783218384,0.07943081010277178
7,0.07826662063598633,0.10704584481735782,0.0642572021484375,0.09478348390162968
8,0.09804456233978272,0.11124165398115796,0.06653452396392823,0.09194795081852414
9,0.10163956218295628,0.12535267436769143,0.06872572660446168,0.08694357376153615
10,0.11341479301452637,0.15215946629003566,0.07805222212666213,0.09156416158090042
11,0.10536106109619141,0.12861961066120134,0.078435394499037,0.09614041882482018
12,0.10258580446243286,0.13147597616438536,0.061041259765625,0.08610128374137442
13,0.10229498624801636,0.12432539047337211,0.06216449689383459,0.06721151621673153
14,0.1026349425315857,0.1228668208521909,0.06304277181625366,0.094463948974345
15,0.10081220865249634,0.13486750188505756,0.05967798768257608,0.06462735041919505
16,0.10532798528671265,0.12334624162003928,0.05338684236160433,0.07374988125743459
17,0.10464406728744508,0.1297715299276475,0.06371793746948243,0.07008039835159093
18,0.1094600248336792,0.13322195678503979,0.0636034369468689,0.06736866948558093
19,0.10863816022872924,0.1319701983630973,0.06558505530209885,0.09629732257748415
