param,sample_avg,sample_std,follow_avg,follow_std
1,0.00030631285447340744,1.7254929677158083e-05,0.0017340872224292827,0.0011908189640559587
2,0.0006562324992397375,8.343958707559068e-05,0.0018338915760531748,0.0011737801391914597
3,0.0009150246779123943,4.551945800915275e-05,0.001935585890666093,0.0012983881201076729
4,0.0012170321320834226,4.984409572389121e-05,0.001938702166080475,0.0013447753866835648
5,0.001534417907208628,7.809776956081492e-05,0.002012765684793162,0.0012830147306180351
6,0.0018341642744997715,0.00013519059217098023,0.00192807311505343,0.0014220803986028459
7,0.002182926336924235,0.0002828274528646703,0.001914597540786586,0.001235539269503867
8,0.0025309943883432507,0.0002419497386471062,0.0019616073703173525,0.0012673232408760917
9,0.0028784641358408965,0.0004347250893275904,0.001940220061163779,0.0011998294914458514
10,0.0030331940486513333,0.00010726199655855738,0.0020918808113741167,0.0014809857528087602
11,0.003305497339793614,0.0001559888865637033,0.0019678657176489312,0.0012901306885574888
12,0.0038252336561947126,0.00045781466589464944,0.001901512670214534,0.0012217799842826778
13,0.0038874673432317272,9.968337603609384e-05,0.0019935213246391817,0.0012743680075344987
14,0.004238662798760346,0.00016155284276292425,0.0021425303453633587,0.001621100561536379
15,0.004611333399587333,0.0002813182386527022,0.0020990318006223387,0.0013526922838285199
16,0.004807734203909685,0.00012519975822797158,0.002071805254242124,0.001222351569990031
17,0.0051427684165086356,0.00014317451094750613,0.0019309831305025181,0.001139751436536909
18,0.005442578434000544,0.00020098247461418695,0.0020187014176440334,0.0012929522648669972
19,0.005902390095351114,0.00045880685168647235,0.0021034468000180255,0.001329082529006932
20,0.006301826724593532,0.0005175520634282689,0.002014696731396703,0.0013125303489553938
21,0.006289930973192882,0.00015504392987402896,0.002045964846009528,0.001231221702392755
22,0.006610496200784279,0.00016989467653596903,0.001961863841422024,0.0010683533315802376
23,0.007030681818991204,0.00028810784817575187,0.0020972794626129797,0.0012265981018031878
24,0.007506624181219872,0.000588591125405178,0.002129184533350216,0.001228376850533949
25,0.007548168242684466,0.00021252394087830135,0.0021092558729237524,0.0013035375408871428
26,0.00786547631513877,0.00023836106191848697,0.00211553938448217,0.001280613069469604
27,0.008216189099596692,0.00034469801361639555,0.0020212097875585444,0.001433545132024118
28,0.008555489999276621,0.0005149364090221827,0.0021564875008924954,0.0011877931720060502
29,0.00902376543496542,0.00067807012358804,0.0020944714546203614,0.0012596434523633895
30,0.009064182521790032,0.00027756531032627874,0.002094378870123355,0.001208874738439373
31,0.009556725269227516,0.0006838874230026227,0.002125456033508634,0.001294554742716259
32,0.010030442778068253,0.0008901841776553912,0.0020597472507665267,0.0012520215409783499
33,0.010025302212371004,0.00044029985821977623,0.0021671137639454434,0.001320006189690618
34,0.010253092422019197,0.0003993086840704882,0.002145929410908422,0.0011900499311696924
35,0.010963238264048719,0.00266215627498247,0.002203268758485238,0.0013036187646644887
36,0.010915351388251802,0.00031784221256803065,0.0021187794229852066,0.0012620766595944606
37,0.01137251832169485,0.0007650546188374978,0.0022410788347306636,0.001317000611857174
38,0.01142423766762463,0.00035611917037512987,0.002133397159413395,0.0014078658882019429
39,0.012008725367025299,0.0006743759038411195,0.002216645829078393,0.0012476550376614615
40,0.011992636423909941,0.00032163637297386374,0.002145893103822015,0.001232612407531591
41,0.012718609454880002,0.001253904436617688,0.0022125752039358648,0.0013225398240915092
42,0.012769667879844453,0.0005844351341495954,0.0020860120678101567,0.0014256010197225386
43,0.013022049516439437,0.00043381371091888216,0.0021642787391034004,0.0013731657730264143
44,0.013330500445261923,0.0005134727408136893,0.002210247330367565,0.001265294043159909
45,0.01382361672407279,0.0009703698595679855,0.0022148722733799924,0.0014221253719423515
46,0.013942582042593705,0.0005817039200237516,0.002117008432463812,0.0013043115480878243
47,0.014218469170050893,0.0005181034314894034,0.002097816118186405,0.0013296427493016294
48,0.014783386515561867,0.0009105823279929646,0.0021737155440010357,0.0013201019748795603
49,0.01497458948326396,0.0008945188477771553,0.0022305239543132815,0.0013065610871518562
