param,sample_avg,sample_std,follow_avg,follow_std
1,0.0028607050577799478,0.0004587560247990688,0.0037849460329328266,0.0011588157526703038
2,0.003559900052619703,0.0010384459803144182,0.0043180489540100096,0.0019100945008470019
3,0.004054148172594837,0.0010641076275398034,0.004134986400604248,0.0029171367643456288
4,0.003694890700664717,0.0004741371885801229,0.003950316078808843,0.0030203705703212153
5,0.004350178095759178,0.00041242399440794973,0.0038962088133159436,0.003634385035544981
6,0.0051402996997444,0.0007450377091564196,0.004302574663746114,0.004379129352989381
7,0.005713165420846841,0.0006831105231638381,0.0037168596208710034,0.004302206242861115
8,0.0067016056605747765,0.0013026677102645984,0.004232815333775112,0.005302924325104906
9,0.007114308220999581,0.0009474827318494305,0.0037069767713546753,0.0050029776347409955
10,0.007962681583522521,0.0016672073087742692,0.004204757359563088,0.006227804088224529
11,0.008311622142791748,0.0010147063660702932,0.0038490587351273516,0.005885809444852163
12,0.00922821044921875,0.0016045559648875814,0.004307724991623236,0.006903009032435929
13,0.01217348337173462,0.002240127495264841,0.005302467346191406,0.009196852614146366
14,0.010142130851745606,0.0012243016186085092,0.0038362960426174863,0.0065104165300917975
15,0.011176743507385255,0.0014609027761679839,0.0033153246860114895,0.005851890065238493
16,0.011661252975463866,0.0014404427151916736,0.005308000408873266,0.010002272883788094
17,0.01377498130409085,0.00220383013438423,0.005348270589655096,0.010641242811593605
18,0.013586313724517822,0.0026867459121857323,0.00415380876891467,0.008215897576720685
19,0.013662056922912598,0.0022829665719351507,0.004158246396767973,0.008338351770174739
20,0.014486230985082761,0.0027095771377993044,0.005200512409210205,0.010043456665663648
21,0.01452400226785679,0.0011137294062105647,0.004784859332841696,0.010872958387303294
22,0.015254535675048829,0.0017446295752288083,0.0040997412739967815,0.00873402968253819
23,0.01668405051183219,0.0026379422864989026,0.006022219706063319,0.013961815108666165
24,0.01838061303803415,0.0028291489891686668,0.005233061434042574,0.011836925621061837
25,0.01715104341506958,0.002447963911091776,0.007552690112713686,0.01586206796637016
26,0.017839749654134113,0.0023135318333118676,0.0029962768360060088,0.006397753105964345
27,0.01903456211090088,0.003116275968509785,0.003618330955505371,0.005388978332519348
28,0.01879751205444336,0.0019695491542718133,0.0057339742011630656,0.014611999129342695
29,0.01960614955786503,0.002325808461767683,0.007321905116645658,0.019651952985182207
30,0.021325106620788573,0.0032565125290510725,0.004306489771062677,0.010568627558484825
31,0.02595233678817749,0.00511644354017359,0.0033972311501551155,0.00757493395704016
32,0.02164246082305908,0.0026496472626753227,0.0059267342692673804,0.014981608691150812
33,0.023644838333129883,0.0032097992171882714,0.00448215256134669,0.013638178087550032
34,0.022442868777683804,0.0018166870097073287,0.004665450173981336,0.01177082343908761
35,0.023544147761181147,0.001923706470548708,0.007004072268803914,0.018455329229713775
36,0.0239058518409729,0.002315764104910694,0.0052864794828453845,0.014307659154553742
37,0.024518456121887824,0.0024527983076199724,0.009142095843950907,0.022156066419661512
38,0.025359878636369803,0.0023252056649129553,0.006802467384723702,0.020358775303678255
39,0.027538278102874757,0.004663529690141187,0.005766832467281457,0.015695558317426733
40,0.031000726222991944,0.005002053625199941,0.004910471463444257,0.013341898909943903
41,0.026428890228271485,0.0019419497056672522,0.0036044243684749014,0.00964900313220621
42,0.02714060068130493,0.0029906687463003845,0.00347156235665986,0.010342342863705766
43,0.028520157337188722,0.0033859720745515443,0.00472401343670088,0.014495724758790076
44,0.028796574082037413,0.00266578396499645,0.004589973036775884,0.014320645754646005
45,0.029680821895599365,0.0023887119205836718,0.0056172693618620284,0.01789699153825253
46,0.030844569206237793,0.0037573183804331103,0.004767505490050024,0.014904606837530473
47,0.03142371654510498,0.003227559165630452,0.005931447250674469,0.018123122621286732
48,0.031867401940482,0.0033017402816840854,0.004964614651866795,0.016279884555549184
49,0.03243033885955811,0.0032602916641735606,0.005223011729693172,0.0180116056284435
