param,sample_avg,sample_std,follow_avg,follow_std
1,0.0009556660383700046,0.00028678209066115054,0.0005410747305428471,0.0002697214890211593
2,0.0008481842665948965,0.00023085208204051233,0.000531961693580973,0.00030542124907595724
3,0.0007575703500139661,8.932460528596854e-05,0.0005467017491658529,0.00032190473841054145
4,0.0008282964315010592,0.0001567671095786645,0.0006489922394032232,0.00043655444074957363
5,0.0008320280424863822,0.00014781923550780574,0.0005535017542478417,0.0002902900583686059
6,0.0008996091893589462,0.00022499708957065455,0.0005762975674698406,0.00036361679950181657
7,0.0008672919084018748,0.00025122572532010155,0.0005663387237056609,0.0003312282120216081
8,0.0009126123101194314,0.00023117449414749712,0.0005533585027486336,0.0002856392615031058
9,0.0009646875702816507,0.00024374317063229634,0.000552954590111448,0.00030903446649966764
10,0.0009084589779376984,0.00017967436776612005,0.0005748365273255046,0.00031268887717442125
11,0.0009869409529543714,0.0002575819891257524,0.0005987236897150675,0.0003300719565950965
12,0.0009901234978123715,0.0002600660356472804,0.0007772540684216841,0.0005711095971041971
13,0.001273808035154963,0.0003294139677147658,0.0007248896510661149,0.0004774387894460247
14,0.001155940977261888,0.00034097219581556595,0.0006152723656326044,0.00036868938979813974
15,0.0009689216796582499,0.00019925147653680517,0.0007195277214050293,0.0005242633028550169
16,0.0012909257586978583,0.0003322414259828043,0.0007067731881545762,0.0004851600934945693
17,0.0011678827739559584,0.00030129595131768336,0.000615498770965389,0.00035235012465647625
18,0.0009761584888805043,0.00018256423553149578,0.0006482785208183422,0.0003653202540274239
19,0.0012519966374646436,0.0004920911131633733,0.0008168726115839027,0.0005913037844539002
20,0.0014144353545769274,0.00044037403801038146,0.0005964473142462262,0.00032396253220385066
21,0.0010043938954671225,0.0001864303758444636,0.0006280344066811246,0.000354917690004975
22,0.0010475501781556664,0.00021341539669642468,0.0005893446624853987,0.00034218873410830935
23,0.001121106213086272,0.0002764171186799903,0.000638629527802163,0.00033201530124036323
24,0.0015438525680248987,0.0005919922131081014,0.0008679820645240045,0.0006638827702112441
25,0.0012706339359283448,0.0003524194403115871,0.000647820509947814,0.0003851866635385408
26,0.0011335220336914063,0.0002555012245308999,0.0006545690389779898,0.0003773552255453565
27,0.0014331289972335788,0.00047095923771025086,0.000904123881336455,0.0006473874813080208
28,0.0012059618058360012,0.0003017147579709654,0.000660743410625155,0.00037704784734656166
29,0.0012004555045784294,0.00031135589524595574,0.0008178697813541518,0.0006421753731572705
30,0.0013375025001361215,0.00039459078719066736,0.0006382390856742859,0.0003625461202375434
31,0.0011404535987160423,0.00022407778785367457,0.0006395564468918144,0.00036732106386598085
32,0.0011871450477176243,0.00025908086959159005,0.0006891780278899453,0.0004407505528890399
33,0.0011412211224041155,0.00024644304210478493,0.0006427410805579459,0.00038489943754579237
34,0.0012793994198242824,0.0003416038136775514,0.0006882011467683399,0.0003846831599428271
35,0.0012712668865285021,0.00032991639251142904,0.0006772417771188837,0.00037768249055883857
36,0.0011851556839481477,0.00018880629800888224,0.000691179117542103,0.00043742726975841195
37,0.0012033613104569284,0.00021973370872470255,0.0007062132765607136,0.0004596295729926539
38,0.0012348338837768892,0.0002608633253675285,0.0006862495476281263,0.0004007834964316485
39,0.001278724215074939,0.0002833338396132179,0.0007001250779547659,0.00039216980795320206
40,0.0012682248018458932,0.0002880338650398283,0.0007090152794780256,0.0004105916069866038
41,0.001272962334450711,0.00026212033567993585,0.0007023726190839495,0.0004035899477277639
42,0.001252041036959477,0.00021757647746199047,0.0007191822769936551,0.0004750713738208754
43,0.0016740319802033112,0.0005623797002476086,0.0008253518036146204,0.0006213446472204941
44,0.0013181196352096288,0.00027701025597068053,0.0006863343251215947,0.0004413424507929375
45,0.0012961739123998296,0.00022726979279145637,0.000722926809119688,0.00047003433457387016
46,0.001408017729932789,0.0003152242065351269,0.0006969780895297087,0.0004477036930003147
47,0.001341298555322084,0.00024899184070421106,0.000728216846432306,0.0004781065389497618
48,0.0013893059486352302,0.0002922156976357595,0.0007133514850170582,0.00047558079107237473
49,0.001540035120173458,0.00041305067452022156,0.0007218369365443845,0.00046263457711058677
