param,sample_avg,sample_std,follow_avg,follow_std
1,0.0012249376698088537,0.0006299286842144463,0.0005297116054001675,0.00015556014029628236
2,0.0009436497038618151,0.00024643382237615996,0.0007001244524127209,0.0005616251943321851
3,0.0009700956478924819,0.0004786514914337525,0.0006685428717533065,0.00027482104470953037
4,0.000996601255469047,0.0006637505791772068,0.0005825322469075521,0.00018456328534084397
5,0.0011004488747399133,0.0002935779470853962,0.0006181672938819071,0.00021656650104244626
6,0.0011742558338744841,0.0005142569818081206,0.0008241726314506657,0.0003941025100903758
7,0.0014852398355745696,0.0007943483224914329,0.0007794458806301103,0.0003594886958307357
8,0.001354572043490054,0.0004199890102465727,0.0006766357219503792,0.0002609800814032197
9,0.0012418817844894008,0.0004721885898375692,0.0007699746351975661,0.00037316409368525654
10,0.0014101003863147854,0.0007250969189181951,0.0007198865109301627,0.0003104362228634489
11,0.0013492321841931216,0.0008419729578047962,0.0007148211595242617,0.00031391172706049134
12,0.001316238710802208,0.000253111987051178,0.0008374929917666457,0.00040934229846323496
13,0.001845874494164767,0.0007698083600768406,0.0007919193407811157,0.00039913462207945483
14,0.0014567765746548006,0.0006846266021196612,0.0007878369826046541,0.00036748096372444676
15,0.0019032572387555323,0.0010469987830406774,0.0009727292295859235,0.000544447251389128
16,0.0018436990265737528,0.0010181171765173847,0.0008891857668166643,0.00045788250078768986
17,0.001848876301494162,0.0004994700094214386,0.0010180133844553546,0.0005903262402711091
18,0.001719823788756727,0.0007010984734180244,0.0008834029587221818,0.0004825985562396632
19,0.0020639011540363743,0.0008155799746723153,0.0010253583130083587,0.0006106946954507821
