param,sample_avg,sample_std,follow_avg,follow_std
1,0.0036842389540238814,0.0006578128645056841,0.0008490139179015428,0.0003424909739812782
2,0.004147437154030313,0.0014448508629776962,0.0010099263535332434,0.000353280470622495
3,0.004544301908843371,0.00047335433966994917,0.0011378382588480855,0.00043821728577245374
4,0.005849246978759766,0.0006060158181816932,0.0012857837879911382,0.0006927130148527417
5,0.007364292534030214,0.0011506089397334048,0.0015770653460888153,0.0004674156736024529
6,0.008709005473815288,0.0009866813260022977,0.0015050644675890605,0.0006956688443453025
7,0.010260427841032394,0.0013060067469581641,0.0016685254646070075,0.0007315321821991387
8,0.011888618469238282,0.0012122167583596582,0.002069728890645135,0.0008695656532704245
9,0.01349767530807341,0.0016660190457976642,0.0024774196196575555,0.0011175792027525765
10,0.016264028549194336,0.0030158421839709946,0.0022112782468500826,0.0010685813911415034
11,0.025621988773345948,0.006136966246040696,0.0028456855066043814,0.001466104511337399
12,0.023072967723924285,0.006951613181636663,0.002819979190826416,0.001282258105016285
13,0.022604390828296392,0.003985630543366953,0.0038891059836161507,0.002989116881749303
14,0.024855716228485106,0.003498367811183071,0.003345773677633266,0.001877061727875241
15,0.026851367468785758,0.004869543961122662,0.0034694014763345525,0.0019471239196385888
16,0.02872115612030029,0.0029077642547119323,0.004062733699365989,0.001828051541776695
17,0.03140310287475586,0.0036466650528329215,0.004732286930084229,0.002664358176705827
18,0.04612294110384854,0.015039468885948386,0.003926920168327562,0.0024268437137685782
19,0.03616383790969849,0.0033299109864987604,0.004364385604858399,0.0028283855054949637
20,0.04323747663786917,0.0067735895938231564,0.004374961660365865,0.002507956713621744
21,0.04205186605453491,0.004527327511482171,0.005322288493720853,0.0025265163257984706
22,0.04472641706466675,0.00412742899258423,0.005824577928793551,0.003142954526283995
23,0.056254837512969974,0.012427529825104621,0.006055527126666196,0.0031507965566835963
24,0.050623183250427244,0.005035771518587408,0.006179680824279785,0.0034334720000382137
25,0.05317128181457519,0.004516398640558432,0.006834404809134347,0.003309983103323326
26,0.06259478330612182,0.009483534396608238,0.005644220294374408,0.003951943432747163
27,0.06047121047973633,0.003943652637344036,0.007310872077941895,0.003631227861914083
28,0.06785526514053344,0.009595036228473332,0.00699726659424451,0.004408598889640908
29,0.06689149683172052,0.005092396197156196,0.006971724033355713,0.004175637735804535
30,0.07335637092590332,0.008883816027611511,0.009759156390874072,0.00439686957067108
31,0.07384163019608478,0.005228943267534728,0.009798205628687022,0.004631961980170103
32,0.07869611123595575,0.006344609306218546,0.009162447452545165,0.006009520127706204
33,0.08536535501480103,0.009839344075807692,0.008664615226514412,0.004937340431877802
34,0.08555756330490112,0.0055231385786975356,0.009389925484705453,0.00538503593974028
35,0.09506732225418091,0.010857331631798084,0.008056993484497071,0.0053890471398649045
36,0.09551648378372192,0.007000531793203303,0.01042868137359619,0.004529404403798442
37,0.09893473625183105,0.006278404053166308,0.011628453731536864,0.005004220461900265
38,0.1043223762512207,0.007403316004272752,0.012218302609969159,0.005270383680092851
39,0.10842338800430298,0.007336501464484536,0.011872298717498779,0.00551129426498235
40,0.1173511242866516,0.01326025889254446,0.013184402406830149,0.006438652114538457
41,0.11691528558731079,0.006687961226755396,0.011967919310744929,0.005935467624568965
42,0.12579236507415772,0.015054241133945117,0.011942622661590576,0.007080712645374857
43,0.12566598176956176,0.006003269489399236,0.014294797723943537,0.006280702211037003
44,0.14095900774002076,0.025722039812231375,0.01832852840423584,0.011988976804147646
45,0.15709378242492675,0.0338559669568805,0.0137034273147583,0.00984863534985386
46,0.1712593102455139,0.036895342738961515,0.01620236069265038,0.009209937956632504
47,0.14792665086611353,0.009924359894884206,0.015567507406677863,0.008574258186850979
48,0.1524398446083069,0.007421642405464077,0.016765069961547852,0.00620823039221542
49,0.15874765634536744,0.009782796020083527,0.01705979585647583,0.007882280997496542
