param,sample_avg,sample_std,follow_avg,follow_std
2,0.025821335315704345,0.005512370806028619,0.00214385986328125,0.0019868590651888874
3,0.030743823051452637,0.009789294641465723,0.0016729390179669415,0.001316687776485665
4,0.038998806115352745,0.011641920964972586,0.0017143539760423744,0.0016984147726711463
5,0.03457742214202881,0.010688872482701383,0.0018877041192702304,0.0017187811141442543
6,0.034372053146362304,0.01096964653540309,0.0028478622436523436,0.002960308095373826
7,0.038698446750640866,0.011424423836433906,0.0017937214478202488,0.002452590374132869
8,0.036968536376953125,0.010447643003558708,0.001467336055844329,0.002317489583044235
9,0.0428854489326477,0.01358305858439244,0.0022518913796607484,0.0024980349257870287
10,0.04300300598144531,0.013340056650593258,0.0028877848202420262,0.0037946698311791057
11,0.04748371362686157,0.012620639313271191,0.001948004545167435,0.002584280766624407
12,0.04147083044052124,0.011455882626441557,0.0017517083956871504,0.0021570488887233323
13,0.05130104541778564,0.01681800924836507,0.00221977915082659,0.003365402474925631
14,0.04912405014038086,0.013013385173551306,0.001838405927022298,0.0020127757888541925
15,0.05463186264038086,0.013387456134941076,0.0025169246498195604,0.0036118064211120605
16,0.054758973121643066,0.01495988908431163,0.0019694680259341284,0.0022330089676478124
17,0.06506328344345093,0.02039632139031026,0.001962774678280479,0.003297124633808124
18,0.06857816219329833,0.022849084044439676,0.0019642884218240087,0.0025163268830350606
19,0.06092289924621582,0.017357283913823223,0.0017686024140775873,0.0017270994850799594
